Camera Name,Count (Professional Cameras),Count (Non-professional Cameras),Tag Name,Count (Professional Tags),Count (Non-professional Tags)
Samsung Techwin <Samsung NV3,2,2,,0,0
Samsung VLUU NV3>,2,2,,0,0
Canon PowerShot S110,4,7,,0,0
samsung SM-A310F,2,2,,0,0
SONY DSC-H2,8,11,,0,0
LG Electronics LG-M327,1,0,,0,0
"OLYMPUS CORPORATION X-3,C-60Z",2,6,,0,0
FUJIFILM FinePix S5500  ,2,0,,0,0
LEICA CAMERA AG LEICA TL2,1,0,,0,0
SAMSUNG SGH-T999L,1,0,,0,0
OLYMPUS IMAGING CORP.   E-PL1           ,1,3,,0,0
NIKON COOLPIX P5100,4,4,,0,0
Sony Ericsson ST18i,2,0,,0,0
Apple iPad Air 2,3,3,,0,0
LG Electronics LG-D852,1,0,,0,0
FUJIFILM FinePix A340,1,2,,0,0
FUJIFILM FinePix S5500,2,10,,0,0
OLYMPUS IMAGING CORP. SP800UZ,3,5,,0,0
OLYMPUS IMAGING CORP. E-420,7,16,,0,0
Panasonic DMC-TZ101,1,1,,0,0
Minolta Co. Ltd. Dimage 2300,1,0,,0,0
FUJIFILM FinePix SL1000,3,5,,0,0
Panasonic DMC-FS3,3,6,,0,0
Canon DIGITAL IXUS 500,7,1,,0,0
LG Electronics VS870 4G,1,0,,0,0
Hewlett-Packard HP PhotoSmart C945 (V01.67),1,0,,0,0
Panasonic DMC-LS80,2,5,,0,0
LEICA D-LUX 3,3,4,,0,0
OLYMPUS CORPORATION C765UZ,2,4,,0,0
EASTMAN KODAK COMPANY KODAK Z740 ZOOM DIGITAL CAMERA,10,16,,0,0
SONY DSC-HX10V,2,2,,0,0
Sony E5823,2,1,,0,0
HUAWEI CLT-L29,2,5,,0,0
LEICA CAMERA AG LEICA T (Typ 701),1,2,,0,0
Canon MP495 series,1,0,,0,0
Panasonic DC-S1R,1,2,,0,0
PENTAX Corporation PENTAX Optio WP,1,1,,0,0
SIGMA SIGMA DP1,2,0,,0,0
Canon PowerShot S230,1,3,,0,0
SONY DSLR-A330,6,5,,0,0
FUJIFILM FinePix S4250WM,1,1,,0,0
"CASIO COMPUTER CO.,LTD. EX-S600",3,3,,0,0
SAMSUNG NX10,1,0,,0,0
SONY DSC-P93A,2,3,,0,0
SONY DSC-W35,2,5,,0,0
Hewlett-Packard HP PhotoSmart C945 (V01.52),1,0,,0,0
OLYMPUS IMAGING CORP. SH-2,1,0,,0,0
OLYMPUS CORPORATION E-PL8,1,1,,0,0
samsung SM-F700F,1,0,,0,0
Canon EOS 5DS,3,9,,0,0
samsung SM-N960U,1,0,,0,0
Lenovo Lenovo A7020a48,1,0,,0,0
NIKON CORPORATION D100 ,3,5,,0,0
SAMSUNG SPH-L710,1,1,,0,0
motorola moto g(6),1,0,,0,0
Xiaomi Mi Note 10 Lite,1,0,,0,0
SAMSUNG SGH-T399N,1,0,,0,0
NORITSU KOKI QSS-29_31,2,4,,0,0
Epson PerfectionV700,2,5,,0,0
Leica Camera AG M Monochrom,2,0,,0,0
NIKON CORPORATION D3S,16,24,,0,0
FUJIFILM FinePix S1000fd,4,19,,0,0
SONY DSC-RX10M2,1,2,,0,0
Canon PowerShot ELPH 510 HS,1,1,,0,0
Samsung Techwin <Digimax S500 / Kenox S500 / Digimax Cyber 530>,3,7,,0,0
NIKON COOLPIX B500,1,3,,0,0
Nokia Lumia 1520,1,3,,0,0
PENTAX Corporation PENTAX Optio S4,1,1,,0,0
Canon PowerShot SX520 HS,3,1,,0,0
SONY DSC-W290,6,10,,0,0
Canon PowerShot SX240 HS,3,5,,0,0
FUJIFILM FinePix S4800,3,1,,0,0
SONY DSC-H9,8,15,,0,0
NIKON COOLPIX S550,4,3,,0,0
PENTAX Corporation PENTAX K20D,3,2,,0,0
PENTAX PENTAX Optio M90,1,0,,0,0
NIKON CORPORATION Z 7_2,1,2,,0,0
SONY DSC-W350,5,4,,0,0
Apple + Pro HDR iPhone,1,4,,0,0
SAMSUNG SM-G361F,1,0,,0,0
FUJIFILM FinePix S5600  ,2,2,,0,0
OLYMPUS IMAGING CORP. E-P3,5,7,,0,0
Panasonic DMC-G5,2,13,,0,0
SAMSUNG TECHWIN CO.,7,13,,0,0
LTD. Samsung S85,1,0,,0,0
Xiaomi MiTwo,1,0,,0,0
SAMSUNG GT-I8260,1,1,,0,0
Xiaomi 2014813,1,0,,0,0
HUAWEI BLN-L21,1,0,,0,0
samsung SM-A505FN,1,1,,0,0
Panasonic DMC-GF3,3,9,,0,0
Nokia N8-00,6,8,,0,0
NIKON COOLPIX S570,4,4,,0,0
Panasonic DMC-S3,1,0,,0,0
JP Brothers CandyCamera,1,0,,0,0
Panasonic DMC-LC43,1,0,,0,0
Canon IXUS 125 HS,2,2,,0,0
NIKON COOLPIX S3600,4,3,,0,0
Canon PowerShot G5 X,4,2,,0,0
PENTAX Corporation PENTAX Optio 550,1,2,,0,0
GENERAL IMAGING CO. X400,1,0,,0,0
samsung SM-J730GM,1,1,,0,0
Canon PowerShot SD630,9,9,,0,0
SONY DSC-RX100M7,1,2,,0,0
Panasonic DMC-FX50,1,0,,0,0
KONICA MINOLTA DiMAGE X50,1,2,,0,0
Sony Ericsson E10a,1,0,,0,0
Canon CanoScan LiDE 100,1,3,,0,0
SONY DSC-W150,4,5,,0,0
FUJIFILM FinePix A900,1,0,,0,0
Canon PowerShot ELPH 100 HS,2,3,,0,0
EASTMAN KODAK COMPANY KODAK V610 DUAL LENS DIGITAL CAMERA,2,2,,0,0
Canon EOS Kiss X2,4,9,,0,0
SAMSUNG GT-I9060,1,0,,0,0
FUJIFILM FinePix A345,4,2,,0,0
SONY DSC-HX200V,6,9,,0,0
SAMSUNG ST66 / ST68,1,1,,0,0
SAMSUNG SAMSUNG-SGH-I537,1,0,,0,0
Canon EOS Rebel SL2,1,1,,0,0
SAMSUNG SAMSUNG MV900F,1,0,,0,0
OLYMPUS IMAGING CORP.   STYLUS1         ,1,2,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C743 ZOOM DIGITAL CAMERA,4,0,,0,0
FUJIFILM FinePix S9600,4,6,,0,0
"OLYMPUS IMAGING CORP.   u1040,S1040            ",1,0,,0,0
OLYMPUS IMAGING CORP. FE180/X745,3,0,,0,0
Xiaomi MI MAX,1,0,,0,0
samsung SM-G920I,1,2,,0,0
NIKON CORPORATION COOLPIX W300,1,1,,0,0
Leica Camera AG LEICA M (Typ 262),2,0,,0,0
samsung SM-A526B,1,0,,0,0
Samsung Techwin <Digimax S600 / Kenox S600 / Digimax Cyber 630>,3,3,,0,0
Apple iPhone 13 Pro,2,2,,0,0
Canon PowerShot SX720 HS,3,6,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z110",2,3,,0,0
Canon PowerShot A40,4,3,,0,0
Canon DIGITAL IXUS 870 IS,1,1,,0,0
samsung SM-J500FN,1,2,,0,0
"OLYMPUS IMAGING CORP. VG120,D705",1,0,,0,0
NIKON COOLPIX S3100,4,4,,0,0
SONY  DSLR-A290,1,1,,0,0
SONY DSC-T3,2,1,,0,0
PENTAX Corporation PENTAX *ist D,1,1,,0,0
ASUS_Z00UD,1,0,,0,0
SONY  DSLR-A230,3,3,,0,0
Canon PowerShot ELPH 340 HS,2,1,,0,0
SIGMA SIGMA SD1 Merrill,2,3,,0,0
PENTAX Corporation PENTAX K200D,5,9,,0,0
"OLYMPUS IMAGING CORP. FE370,X880,C575",1,0,,0,0
OPPO CPH1701,1,0,,0,0
Canon DIGITAL IXUS 60,2,6,,0,0
Panasonic DC-GH5,1,2,,0,0
"OLYMPUS OPTICAL CO.,LTD X-2,C-50Z",1,2,,0,0
samsung SM-G970F,1,0,,0,0
SONY DSC-P41,2,1,,0,0
SONY DSC-W100,7,5,,0,0
EASTMAN KODAK COMPANY KODAK P850 ZOOM DIGITAL CAMERA,5,2,,0,0
Panasonic DMC-ZS35,1,0,,0,0
OLYMPUS CORPORATION E-M10 Mark III,2,7,,0,0
NIKON E5700,8,7,,0,0
Pentax Spotmatic II,1,0,,0,0
Panasonic DMC-FT1,3,0,,0,0
FUJIFILM X-A3,1,1,,0,0
FUJIFILM FinePix L30,1,0,,0,0
Hipstamatic 305,1,0,,0,0
Apple iPad mini,3,5,,0,0
Canon EOS M6 Mark II,1,2,,0,0
FUJIFILM FinePix E550,4,5,,0,0
Traveler XS 40,1,0,,0,0
OLYMPUS IMAGING CORP. SZ-10,2,2,,0,0
Canon DIGITAL IXUS 110 IS,1,0,,0,0
FUJIFILM FinePix S5800 S800,3,7,,0,0
NIKON CORPORATION COOLPIX P950,1,0,,0,0
Plustek OpticFilm 7300,2,0,,0,0
EASTMAN KODAK COMPANY KODAK Z812 IS ZOOM DIGITAL CAMERA,2,6,,0,0
Panasonic DMC-TZ7,4,13,,0,0
"OLYMPUS_IMAGING_CORP. X450,D535Z,C370Z",2,1,,0,0
LG Electronics LG-H850,1,1,,0,0
SONY DSC-W120,6,9,,0,0
Motorola MB860,1,2,,0,0
LEICA digilux 4.3,1,0,,0,0
SONY DSC-HX50,2,6,,0,0
ASUS_Z00ED,1,0,,0,0
LG Electronics LG-D405,1,0,,0,0
SONY DSLR-A390,3,8,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE Z950 DIGITAL CAMERA,1,1,,0,0
SIGMA SIGMA fp,1,1,,0,0
Sony Ericsson U1i,1,2,,0,0
HP Photosmart B110 series,1,0,,0,0
Canon DIGITAL IXUS 55,3,7,,0,0
FUJIFILM FinePix F31fd,4,2,,0,0
Syntek  USB Camera ,1,0,,0,0
SONY DSC-P150,2,1,,0,0
Sony LT30p,3,1,,0,0
Sony D5503,2,4,,0,0
Canon PowerShot S50,7,4,,0,0
samsung SM-S727VL,1,0,,0,0
Canon PowerShot A1100 IS,6,8,,0,0
NIKON COOLPIX L120,4,9,,0,0
Hipstamatic 256,1,0,,0,0
Leica Camera AG LEICA M10-P,1,1,,0,0
Canon PowerShot SX730 HS,1,3,,0,0
OLYMPUS IMAGING CORP. SZ-14,2,2,,0,0
Microsoft Lumia 650,1,0,,0,0
NIKON COOLPIX L24,1,1,,0,0
NIKON D90,1,0,,0,0
FUJIFILM X-Pro3,2,1,,0,0
Canon PowerShot A95,10,10,,0,0
Retro Camera Android The Baerbl,1,0,,0,0
HUAWEI TRT-LX2,1,0,,0,0
SeaLife DC600,1,0,,0,0
Canon PowerShot SX530 HS,5,9,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C813 ZOOM DIGITAL CAMERA,8,5,,0,0
EASTMAN KODAK COMPANY KODAK Z712 IS ZOOM DIGITAL CAMERA,6,7,,0,0
HUAWEI ALE-L21,1,2,,0,0
RICOH CaplioG3 modelS,1,0,,0,0
Panasonic DMC-FH4,1,0,,0,0
HP pstc5500,1,0,,0,0
samsung SAMSUNG-SM-G930A,2,0,,0,0
Panasonic DMC-GX85,3,4,,0,0
FUJIFILM FinePixS2Pro,4,6,,0,0
SONY DSC-T1,3,3,,0,0
Canon PowerShot A640,6,7,,0,0
BlackBerry BlackBerry Z10,1,0,,0,0
OLYMPUS IMAGING CORP. E-450,1,6,,0,0
Canon EOS M10,1,1,,0,0
Panasonic DMC-LS1,1,0,,0,0
Canon IXUS 300 HS,2,0,,0,0
NIKON COOLPIX L18,3,3,,0,0
NIKON CORPORATION D70S,2,0,,0,0
NIKON COOLPIX S610,1,1,,0,0
SONY DSC-T77,3,2,,0,0
NIKON E5600,4,8,,0,0
Apple iPhone XS Max,3,7,,0,0
NIKON CORPORATION 1 J4,1,1,,0,0
FUJIFILM FinePix S3300,1,2,,0,0
Eastman Kodak Company Picture Kiosk G4,1,2,,0,0
Panasonic DMC-FZ3,3,3,,0,0
Nikon LS-50,2,2,,0,0
Hipstamatic 314,2,1,,0,0
Hipstamatic 280,1,1,,0,0
SONY DSC-W210,4,3,,0,0
Canon PowerShot SD1300 IS,3,5,,0,0
SAMSUNG         NX100          ,1,0,,0,0
Panasonic DMC-LZ5,5,0,,0,0
OM Digital Solutions OM-1,1,1,,0,0
SONY DSC-HX400,1,0,,0,0
NIKON CORPORATION Z fc,2,0,,0,0
HP pst_p04a,1,0,,0,0
HP Scanjet djf4100,1,1,,0,0
HUAWEI EVA-L09,1,6,,0,0
General Imaging Co. A1230,2,0,,0,0
EPSON NX230/SX235/TX230,1,0,,0,0
Canon PowerShot A810,2,0,,0,0
PENTAX Corporation  PENTAX *ist DS     ,1,0,,0,0
NIKON COOLPIX S3300,4,6,,0,0
Panasonic DMC-TZ22,2,0,,0,0
EASTMAN KODAK COMPANY KODAK Z760 ZOOM DIGITAL CAMERA,1,0,,0,0
Canon IXUS 105,2,3,,0,0
Panasonic DMC-TZ19,1,0,,0,0
Eastman Kodak KODAK PlaySport Video Camera,1,1,,0,0
Zx3,1,1,,0,0
NIKON COOLPIX P5000,2,4,,0,0
PENTAX PENTAX Q,1,0,,0,0
Panasonic DMC-FH20,2,2,,0,0
"OLYMPUS IMAGING CORP. u710,S710",5,3,,0,0
OLYMPUS CORPORATION C5060WZ,1,2,,0,0
Sony F5321,2,1,,0,0
samsung SM-J700M,2,0,,0,0
Hewlett-Packard hp PhotoSmart 43x series,1,1,,0,0
SONY DSC-P32,3,4,,0,0
SAMSUNG NX11,1,2,,0,0
"CASIO COMPUTER CO.,LTD. EX-S12",1,0,,0,0
Sony Ericsson W800i,3,2,,0,0
HTC myTouch 4G,1,0,,0,0
Panasonic DMC-L10,1,0,,0,0
Canon PowerShot A70,7,13,,0,0
SAMSUNG SCH-I500,3,0,,0,0
OLYMPUS CORPORATION C8080WZ,2,3,,0,0
Panasonic DMC-FS7,1,2,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M381 DIGITAL CAMERA,1,0,,0,0
Canon PowerShot S80,4,5,,0,0
FUJIFILM FinePix F410,3,0,,0,0
SAMSUNG TECHWIN NV40,1,0,,0,0
VLUU NV40,1,0,,0,0
LANDIAO NV103,1,0,,0,0
VLUU NV404,1,0,,0,0
Canon PowerShot SX540 HS,2,2,,0,0
Panasonic DMC-TZ100,2,7,,0,0
Xiaomi Redmi Note 4,1,1,,0,0
samsung SM-G925I,1,1,,0,0
NIKON COOLPIX S2500,1,4,,0,0
samsung GT-S5830B,1,0,,0,0
SAMSUNG GT-I5801,1,0,,0,0
NIKON E4500,2,7,,0,0
HP pst3300,1,0,,0,0
LG Electronics VS986,2,2,,0,0
SONY DSC-HX20V,4,2,,0,0
Nokia 6700s,1,1,,0,0
Kowa KOWA/SIX,1,0,,0,0
FUJIFILM FinePix A820,2,4,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C433 ZOOM DIGITAL CAMERA,1,1,,0,0
FUJIFILM FinePix A203,2,0,,0,0
Panasonic DMC-TZ6,2,4,,0,0
PENTAX Corporation PENTAX Optio A30,2,4,,0,0
HUAWEI HUAWEI Y530-U00,1,0,,0,0
Sony G3221,1,0,,0,0
SAMSUNG WB2000,1,0,,0,0
FUJIFILM Corporation FUJIFILM Corporation FEII software,1,0,,0,0
Panasonic DMC-SZ3,1,2,,0,0
vivo vivo 1723,1,0,,0,0
FUJIFILM FinePix XP80 XP81 XP85,1,0,,0,0
FUJIFILM X-S10,1,0,,0,0
SAMSUNG SGH-M919,2,1,,0,0
Motorola XT1585,2,0,,0,0
RICOH Caplio GX100,3,3,,0,0
NIKON E3700,2,0,,0,0
SAMSUNG SCH-U460,1,0,,0,0
LG Electronics LG-H815L,1,0,,0,0
OLYMPUS IMAGING CORP.   E-PL5           ,2,1,,0,0
EASTMAN KODAK COMPANY KODAK CX7530 ZOOM DIGITAL CAMERA,1,6,,0,0
OLYMPUS IMAGING CORP. E-PM2,4,11,,0,0
SONY MHS-TS20,1,0,,0,0
Panasonic DMC-FH22,2,0,,0,0
Panasonic DMC-ZS25,2,1,,0,0
Hewlett-Packard HP PhotoSmart C935 (V03.74),1,1,,0,0
Minolta Scan Elite II,1,0,,0,0
OLYMPUS CORPORATION C-5000Z,1,4,,0,0
"CASIO COMPUTER CO.,LTD EX-Z40",2,0,,0,0
FUJIFILM FinePix F100fd ,1,0,,0,0
OLYMPUS IMAGING CORP. C7070WZ,2,2,,0,0
OLYMPUS IMAGING CORP. StylusTough-6020,2,2,,0,0
SAMSUNG NX3000,1,8,,0,0
Nikon FM2,1,0,,0,0
Sony G3112,2,0,,0,0
NIKON CORPORATION COOLPIX A,2,2,,0,0
SONY DSC-T100,2,7,,0,0
NIKON COOLPIX P50  ,1,0,,0,0
SAMSUNG SM-G900V,1,2,,0,0
"CASIO COMPUTER CO.,LTD. EX-F1",1,0,,0,0
NIKON E995,3,8,,0,0
Canon PowerShot ELPH 160,1,0,,0,0
"FUJI PHOTO FILM CO.,LTD. / UnKnown DSC FDI Service / UnKnown Model",1,0,,0,0
Canon PowerShot A630,8,14,,0,0
Hasselblad Hasselblad H3D-39,2,0,,0,0
Panasonic DMC-SZ1,2,0,,0,0
Wolverine         COACH,1,0,,0,0
LG Electronics LG-H811,1,0,,0,0
HP pstc4200,2,0,,0,0
"OLYMPUS IMAGING CORP. FE170,X760",2,3,,0,0
HTC HTC One M8s,1,0,,0,0
Canon MP990 series,1,0,,0,0
Canon MG6100 series Network,1,0,,0,0
NIKON E2000,3,0,,0,0
Toshiba PDR-3320,1,0,,0,0
LTD.   PENTAX K-1         ,1,1,,0,0
samsung GT-I9505,2,6,,0,0
SONY DSC-S650,4,5,,0,0
SONY DSC-W5,7,6,,0,0
Apple iPad mini 2,2,2,,0,0
OnePlus ONEPLUS A5010,1,0,,0,0
Panasonic DMC-FT4,1,0,,0,0
FUJIFILM X-M1,3,14,,0,0
Sony F8331,1,1,,0,0
FUJIFILM FinePix S9800 S9850 S9750,1,4,,0,0
"OLYMPUS CORPORATION u10D,S300D,u300D",2,2,,0,0
SONY SLT-A33,2,7,,0,0
FUJIFILM FinePix S8200,2,2,,0,0
"CASIO COMPUTER CO.,LTD EX-Z50",1,0,,0,0
Google Pixel 6 Pro,1,0,,0,0
Panasonic DMC-ZS40,1,1,,0,0
SONY DSC-HX60V,3,8,,0,0
SONY C2105,1,0,,0,0
Canon PowerShot A490,2,5,,0,0
SONY DSC-N2,2,4,,0,0
samsung GT-I9100,1,1,,0,0
FUJIFILM FinePix J10,2,4,,0,0
DXG TECHNOLOGY CO.,1,0,,0,0
LTD. 10101,1,0,,0,0
FUJIFILM FinePix S4080,1,3,,0,0
HUAWEI LYA-L09,1,0,,0,0
Panasonic DMC-FS62,2,0,,0,0
Motorola Droid,1,0,,0,0
Panasonic DMC-FX8,4,0,,0,0
SONY DSC-P200,10,18,,0,0
SAMSUNG SCH-I535,3,2,,0,0
Apple iPhone 3G,4,6,,0,0
Olympus XA,1,0,,0,0
samsung SM-G850F,2,0,,0,0
Panasonic DMC-FX550,1,0,,0,0
Canon DIGITAL IXUS 900Ti,1,2,,0,0
ZTE ZTE A2017G,1,0,,0,0
GENERAL IMAGING CO. A1455,1,0,,0,0
NIKON COOLPIX L820   ,1,2,,0,0
WALTON Primo ZX2 mini,1,0,,0,0
SONY DSC-T200,2,4,,0,0
Sony Ericsson W890i,1,0,,0,0
SONY DSC-H1,8,16,,0,0
Samsung Techwin Digimax V70/a7,1,0,,0,0
Inc. DiMAGE Z2,2,3,,0,0
Canon PowerShot SX210 IS,6,15,,0,0
SONY DSC-W50,4,9,,0,0
HTC HTC One S,1,0,,0,0
Canon PowerShot S410,7,3,,0,0
NIKON COOLPIX AW120,1,3,,0,0
Samsung Techwin VLUU L210  / Samsung L210,3,2,,0,0
Canon PowerShot SD850 IS,4,12,,0,0
SIGMA SIGMA SD10,1,0,,0,0
"OLYMPUS IMAGING CORP. u1060,S1060",1,1,,0,0
"OLYMPUS IMAGING CORP.   u1060,S1060            ",1,0,,0,0
OLYMPUS IMAGING CORP.   E-P3            ,1,1,,0,0
"OLYMPUS IMAGING CORP. VR310,D720",1,0,,0,0
ZTEC79V1.0.0B17 Micron MT9M112 1.3MP YUV,1,0,,0,0
Canon PowerShot A3300 IS,1,4,,0,0
OLYMPUS IMAGING CORP.   SP600UZ                ,1,1,,0,0
FUJIFILM A100,1,0,,0,0
FUJIFILM FinePix F460,1,1,,0,0
Adobe Systems Inc. Tiff File,1,1,,0,0
Canon IXY 32S,1,0,,0,0
JVC GZ-MG750,1,0,,0,0
Canon PowerShot A2500,1,2,,0,0
"OLYMPUS OPTICAL CO.,LTD C200Z,D510Z",1,3,,0,0
HTC T-Mobile G2,1,0,,0,0
"OLYMPUS IMAGING CORP. FE270,X815,C510",1,3,,0,0
Samsung Techwin <KENOX S1050  / Samsung S1050>,1,1,,0,0
Motorola XT1069,1,0,,0,0
PENTAX Corporation PENTAX Optio S,2,3,,0,0
PENTAX Corporation  PENTAX K10D        ,3,6,,0,0
EASTMAN KODAK COMPANY KODAK CX7525 ZOOM DIGITAL CAMERA,2,0,,0,0
EPSON SX525WD/Office BX525WD,1,0,,0,0
SONY DSC-S60,4,1,,0,0
Canon MP260 series,1,0,,0,0
samsung SM-S908E,1,0,,0,0
bq Aquaris X,1,0,,0,0
LTD. GR                                                             ,1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M863 DIGITAL CAMERA,1,0,,0,0
motorola moto g play (2021),1,0,,0,0
Canon PowerShot A400,2,4,,0,0
Graflex Pacemaker Crown Graphic,1,0,,0,0
EASTMAN KODAK COMPANY PIXPRO AZ522,1,0,,0,0
NIKON E2200,1,1,,0,0
OLYMPUS IMAGING CORP.   E-510           ,6,5,,0,0
Canon EOS Kiss X3,6,6,,0,0
SONY DSC-W17,1,0,,0,0
FUJIFILM FinePix F750EXR,1,1,,0,0
Canon PowerShot D10,4,2,,0,0
SONY DSC-RX1R,3,4,,0,0
FUJIFILM FinePix S9000,4,0,,0,0
HP ScanJet 3670,1,0,,0,0
KONICA MINOLTA  DYNAX 7D,2,0,,0,0
LG Electronics LGL86C,1,0,,0,0
Canon EOS Kiss X7i,1,1,,0,0
HUAWEI DLI-L22,1,0,,0,0
Canon PowerShot G3 X,1,9,,0,0
samsung SM-G955U,1,6,,0,0
vivo vivo 1611,1,0,,0,0
Canon K2,1,0,,0,0
FUJIFILM FinePix S5100,3,4,,0,0
SAMSUNG TECHWIN GX-1L,1,1,,0,0
Panasonic DMC-FS10,1,1,,0,0
Nikon LS-8000,1,1,,0,0
OLYMPUS CORPORATION TG-870,1,0,,0,0
SAMSUNG GT-I9100,3,7,,0,0
Canon EOS-1D,2,2,,0,0
HUAWEI BLA-L09,1,0,,0,0
SONY DSC-W180,3,3,,0,0
PENTAX PENTAX Optio WG-1 GPS,1,0,,0,0
SONY DSC-N1,4,6,,0,0
Applied Graphics Technologies Digital Link,1,1,,0,0
"OLYMPUS IMAGING CORP.   u-miniS,StylusVS",1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C4040Z",1,2,,0,0
SONY DSC-S90,2,4,,0,0
Canon DIGITAL IXUS 120 IS,1,1,,0,0
SAMSUNG NX210,1,0,,0,0
NIKON E5200,4,8,,0,0
Motorola VGA,1,0,,0,0
Canon PowerShot G1 X,4,8,,0,0
SAMSUNG SM-N910F,1,0,,0,0
Apple iPod Touch,1,0,,0,0
"OLYMPUS IMAGING CORP. C70Z,C7000Z",1,1,,0,0
EASTMAN KODAK COMPANY KODAK EasyShare Z980 Digital Camera,1,0,,0,0
Canon PowerShot A20,2,0,,0,0
Samsung Techwin <Samsung D70 / D75 / S730 / S750>,3,2,,0,0
SEIKO EPSON CORP. Stylus Photo RX620,1,0,,0,0
HUAWEI VOG-L09,1,0,,0,0
Panasonic DMC-FS5,1,3,,0,0
Sony SO-03H,1,0,,0,0
SAMSUNG GT-I9500,1,1,,0,0
FUJIFILM FinePix F610,1,0,,0,0
NIKON COOLPIX L28,1,1,,0,0
SONY DSC-V1,2,5,,0,0
HUAWEI CHC-U01,1,0,,0,0
samsung SM-J700F,1,1,,0,0
Canon TS3100 series,1,0,,0,0
Motorola MotoE2(4G-LTE),1,0,,0,0
HTC HTC One A9,1,0,,0,0
ALLVIEW V2_Viper_I_TM,1,0,,0,0
Canon EOS M2,1,1,,0,0
SONY DSC-W90,2,7,,0,0
OLYMPUS CORPORATION C770UZ,2,2,,0,0
SONY DSC-S750,2,3,,0,0
Hewlett-Packard hp photosmart 735,2,3,,0,0
SEIKO EPSON CORP. EPSON scanner,1,3,,0,0
RICOH Caplio R2,1,0,,0,0
Sony G8141,1,0,,0,0
FUJIFILM FinePix V10,1,0,,0,0
Hewlett-Packard HP PhotoSmart R707 (V01.00),2,0,,0,0
NIKON D90 NIKON D90,1,0,,0,0
OLYMPUS IMAGING CORP.   E-30            ,1,0,,0,0
Hewlett-Packard HP PhotoSmart C812 (V09.26),1,0,,0,0
HP Photosmart C3100 series,1,0,,0,0
Canon IXUS 500 HS,1,3,,0,0
OLYMPUS IMAGING CORP. PENTAX K100D Super,1,0,,0,0
