Camera Name,Count (Professional),Count (Non-professional)
"3,5 E2",0,1
FUJIFILM Corporation FEII software,0,1
RICOH R8,0,1
"FE-130,X-720",0,1
EX-Z33,0,1
LG-D325,0,1
Hasselblad CF528,0,1
FinePix Z3,0,1
HP Scanjet dj_d02d,0,1
WB200F/WB201F/WB202F,0,1
SQ,0,1
Samsung S85,0,1
FinePix S9100,0,1
SP-620UZ,0,1
ES90/ ES91,0,1
KM,0,1
N79,0,1
HDR-CX210,0,1
Filmscan 35mm,0,1
DMC-FS12,0,1
DCZ 5.5,0,1
COOLPIX S230,0,1
SM-G900T,0,2
DSC-M2,0,1
W890i,0,1
Canon PowerShot SX730 HS,0,3
LM-G710,0,2
DMC-GX85,0,1
HP PhotoSmart 318,0,1
NX mini,0,1
"u720SW,S720SW",0,2
DiMAGE X60,0,2
DMC-ZS10,0,1
CanoScan LiDE 210,0,1
SAMSUNG-SGH-I337,0,2
T1496,0,1
PhotoPC 3100Z,0,1
Canon EOS Kiss Digital,0,2
FinePix F70EXR,0,2
DiMAGE A200,0,4
E-PL1           ,0,2
DMC-FH2,0,1
HTC_Amaze_4G,0,4
EPSON scanner,0,2
E-M1            ,0,3
QV-3000EX,0,1
SM-G903F,0,2
HD1A,0,2
G2,0,1
HD2,0,1
FIG-LX1,0,2
SM-G930V,0,1
Canon EOS M100,0,4
SM-S908B,0,1
KODAK V570 DUAL LENS DIGITAL CAMERA,0,3
NIKON Z 7_2,0,1
SM-N9208,0,1
DSC-WX500,0,1
HUAWEI CUN-L01,0,1
Canon PowerShot ELPH 100 HS,0,3
BlackBerry 9700,0,1
SM-G925F,0,2
KODAK EASYSHARE Z1012 IS Digital Camera,0,3
SH-50,0,1
DSC-W12,0,1
Konica Digital Camera KD-310Z,0,1
Pixel 2,0,1
FinePix A210  ,0,1
E-PL7           ,0,2
GT-S5570,0,1
SM-G850F,0,2
Photosmart M417,0,1
FinePix S1730,0,1
WB150 / WB150F / WB152 / WB152F / WB151,0,2
StylusTough-6020,0,3
LG-H811,0,1
T-Mobile G2,0,1
Canon PowerShot A3000 IS,0,1
Canon EOS M6 Mark II,0,1
KODAK EASYSHARE C195 Digital Camera,0,1
A0001,0,1
Canon PowerShot SD4000 IS,0,1
DSC-P43,0,2
3110c,0,1
E4200,0,2
Redmi 5 Plus,0,1
Digital Link,0,2
FC6310S,0,1
M2102J20SG,0,1
D3000,0,2
DMC-FX100,0,3
Redmi 4,0,1
VKY-L09,0,1
KODAK EASYSHARE M1063 DIGITAL CAMERA,0,3
iPad Pro,0,1
Canon PowerShot A2100 IS,0,3
GZ-MG70,0,1
FinePix A610,0,2
COOLPIX S6200,0,1
FinePix S9000,0,3
HP PhotoSmart C935 (V03.74),0,2
KODAK EASYSHARE C315 DIGITAL CAMERA,0,5
ONEPLUS A6010,0,1
PENTAX OptioE20,0,1
FinePix S3100,0,1
Canon PowerShot ELPH 160,0,1
KODAK C360 ZOOM DIGITAL CAMERA,0,2
DMC-TZ6,0,2
PENTAX K-x         ,0,2
QV-R40,0,1
GT-S8600,0,2
PDC 3080,0,1
MotoG3,0,2
"FE160,X735",0,1
DMC-CM1,0,1
ILCE-9M2,0,1
HP pst_p04a,0,2
DSC-W650,0,2
E-P2,0,2
DSC-W85,0,1
P6,0,1
D5803,0,2
DC-GX9,0,4
moto g play (2021),0,1
EX-Z120,0,2
Canon IXUS 180,0,2
HERO3+ Silver Edition,0,1
XT1575,0,1
EX-Z1000,0,1
SAMSUNG WB1100F/WB1101F/WB1102F,0,1
PENTAX Optio M40,0,1
CanoScan LiDE 25,0,3
Pentax 645N,0,1
<KENOX S730  / Samsung S730>,0,3
SGH-T989,0,1
PENTAX Optio W10,0,3
FinePix6800 ZOOM,0,1
COOLPIX S10,0,3
Canon PowerShot SD200,0,3
DiMAGE Z6,0,3
FinePix A370,0,1
DCR-TRV350,0,1
DMC-FH22,0,1
HP Scanjet G4050,0,1
Canon DIGITAL IXUS,0,1
Digimax 301,0,1
Gran Turismo 5,0,2
PENTAX Optio E40,0,2
DMC-GM1S,0,1
BlackBerry 8330,0,1
EX-S12,0,1
KODAK EASYSHARE M863 DIGITAL CAMERA,0,1
VOG-L29,0,1
SAMSUNG ES55 / VLUU ES55 / SAMSUNG SL102,0,1
Lenovo A7020a48,0,1
Canon PowerShot SX70 HS,0,3
DMC-LS75,0,1
FinePix AX300,0,1
SP560UZ,0,4
DMC-GF5,0,3
Caplio R30,0,1
LEICA CL,0,2
CaplioG3 modelS,0,1
DMC-TZ18,0,1
BlackBerry 9650,0,1
HTC-Z710a,0,1
COOLPIX S4300,0,1
Canon PowerShot A2500,0,2
K850i,0,5
DSC-H200,0,1
C6943,0,1
MI4,0,1
CanoScan LiDE 60,0,2
KODAK CX7330 ZOOM DIGITAL CAMERA,0,1
GT-i7500,0,1
X-T4,0,3
LGUS991,0,1
SM-N900P,0,1
NIKON D810A,0,1
HP PhotoSmart C945 (V01.67),0,1
"X250,D560Z,C350Z",0,1
Canon EOS-1DS,0,5
S2,0,1
DMC-FS7,0,2
FinePix S3380,0,1
HP Photosmart M23 (V01.00),0,1
Canon PowerShot A2500 ,0,1
Digimax V70/a7,0,1
NIKON 1 S1,0,1
210,0,1
Canon PowerShot A200,0,2
SIGMA SD10,0,1
"X200,D560Z,C350Z",0,1
XT1032,0,3
KODAK CD33 ZOOM DIGITAL CAMERA,0,1
FinePix F300EXR,0,1
HRY-LX1T,0,1
8MP-9U4,0,1
COOLPIX S6000,0,3
ASUS_Z00UD,0,1
Caplio R7,0,2
BlackBerry 8900,0,2
HP Scanjet G3010,0,2
Holga 120 FN,0,1
Lumia 535,0,1
PENTAX Optio 430,0,1
COOLPIX S51,0,1
X-A2,0,3
SM-G955F,0,1
MHA-AL00,0,1
Canon PowerShot ELPH 510 HS,0,1
ViviCam 6300,0,1
DSC-S2000,0,1
E-P3            ,0,1
X-E2S,0,1
hp photosmart 720,0,1
Nexus 7,0,1
FinePix REAL 3D W1,0,1
DSC-W610,0,3
Pixel,0,2
E-M5            ,0,1
"FE150,X730",0,1
NIKON Z 50,0,2
PlayStation(R)4,0,1
Micron MT9D113 SUNNY 1.3MP YUV,0,1
HD1010,0,2
FinePix L50,0,1
Canon PowerShot SD990 IS,0,1
"VG145,VG140,D715",0,1
FinePix A700,0,1
HP PhotoSmart R607 (V01.00)+,0,1
DCR-HC90,0,1
hp photosmart 735,0,5
WAS-LX1A,0,1
SGH-T769,0,1
DSC-HX9V               ,0,1
HP Scanjet 4800,0,2
OpticFilm 7300,0,1
C6,0,1
SGH-M919,0,1
E775,0,1
DSC-W230,0,2
DMC-FX66,0,1
DC-XZ6,0,1
DMC-S1,0,1
PENTAX MX-1,0,1
201,0,3
FinePix F900EXR,0,1
HDR-PJ10,0,1
SAMSUNG PL210,0,2
PL211 / VLUU PL210,0,2
PL211,0,2
Canon PowerShot SX520 HS,0,2
"X350,D575Z,C360Z",0,1
Samsung L700,0,1
FinePix JZ300,0,1
DSC-T300,0,1
FinePix F610,0,1
"X300,D565Z,C450Z",0,2
Hasselblad H3D-39,0,1
HUAWEI W1,0,1
Canon EOS M2,0,1
SPH-M930,0,1
A850,0,1
Canon PowerShot SX540 HS,0,2
EX-FH100,0,1
Photosmart M307,0,2
K810i,0,1
COOLPIX L26,0,1
HUAWEI VNS-L31,0,1
 SAMSUNG WB550,0,1
WB560 / VLUU WB550 / SAMSUNG HZ15W,0,1
"X450,D535Z,C370Z",0,4
HTC One S,0,1
GT-N7100,0,3
GD900,0,1
BlackBerry 8520,0,1
PIXPRO AZ361,0,1
DROID X2,0,1
Canon PowerShot SD4500 IS,0,1
FinePix S1,0,3
LiDE 100,0,1
DC 8500,0,1
iPhone 11 Pro Max,0,3
E550,0,2
Hasselblad CFV-39,0,1
COOLPIX AW110,0,2
DMC-FZ62,0,1
VPC-T700,0,1
HP psc1500,0,1
COOLPIX P1,0,3
The Pinhole,0,1
FinePix F700,0,1
PHOTOfunSTUDIO 8.3 PE,0,1
CE5430,0,1
PV-GS250,0,1
Canon IXUS 145,0,2
8800F           ,0,1
DxO ONE,0,1
KODAK EASYSHARE M1033 DIGITAL CAMERA,0,1
X400,0,1
262,0,1
6MP-9U7,0,1
GT-I9082,0,2
m2,0,1
Canon PowerShot ELPH 500 HS,0,1
FinePix J37,0,1
KODAK DC4800 ZOOM DIGITAL CAMERA,0,1
A1601,0,1
DROIDX 512c0001fff80000015d84ed0903500e,0,1
FinePix F45fd,0,1
EX-Z55,0,2
EX-S770,0,2
COOLPIX A100,0,2
314,0,1
USB Camera ,0,1
D2303,0,1
GZ-HM570           ,0,1
DV552,0,1
MP250 series,0,1
FinePix S304,0,2
Unknown,0,1
VOG-L09,0,1
COOLPIX P90  ,0,5
Solida II,0,1
DSC-HX400,0,1
Canon PowerShot ELPH 310 HS,0,2
COOLPIX L315,0,1
Stylus Photo RX620,0,1
EOS DIGITAL REBEL XT,0,2
RICOH GR III       ,0,1
SAMSUNG GX20       ,0,1
KODAK C330 ZOOM DIGITAL CAMERA,0,1
KODAK EASYSHARE C713 ZOOM DIGITAL CAMERA,0,1
"u20D,S400D,u400D",0,3
PENTAX Optio M20,0,1
KODAK EASYSHARE C763 ZOOM DIGITAL CAMERA,0,1
COOLPIX P100   ,0,1
A100,0,1
DMC-S3,0,1
E2500,0,1
Primo ZX2 mini,0,1
SP-2500,0,1
FinePix Z90,0,1
Polaroid CUBE,0,1
FinePix AX650,0,1
DMC-FS6,0,1
DiMAGE X31,0,2
4200F,0,1
U100i,0,1
"FE340,X855,C560        ",0,1
GXR A16,0,2
SIGMA DP2X,0,1
PENTAX X-5,0,2
HP PhotoSmart C945 (V01.54)d,0,1
NV24HD,0,1
VLUU NV24HD,0,1
LANDIAO NV106HD,0,1
COOLPIX S510,0,2
ZTE A2017G,0,1
PENTAX Optio 50,0,2
FinePix F601 ZOOM,0,2
Canon IXUS 210,0,1
QSS-29,0,2
"u740,S740       ",0,1
Digimax L50 / KENOX X1,0,1
KODAK V603 ZOOM DIGITAL CAMERA,0,2
Lunar,0,1
LEICA M10 MONOCHROM,0,1
DX-10,0,1
Kodak Pocket Instamatic 400,0,1
COOLPIX S9200,0,1
DMC-F1,0,1
DSC-W370,0,1
1234,0,1
FinePix S9900W S9950W,0,1
"C2,D230",0,1
6MP-9FS,0,1
QSS-31,0,1
XS 40,0,1
HERO4 Silver,0,2
GZ-MG750,0,1
SP800UZ                ,0,1
Caplio RR30,0,1
KODAK EASYSHARE M381 DIGITAL CAMERA,0,1
FinePixA201,0,1
SAMSUNG-SGH-I537,0,1
Canon PowerShot A1400,0,1
Canon EOS Kiss X50,0,2
Canon PowerShot SX430 IS,0,1
X-Pro3,0,1
HP Photosmart E327,0,1
Canon DIGITAL IXUS 980 IS,0,3
FinePix T200,0,1
FinePix S5500  ,0,2
COOLPIX L28,0,1
Redmi 4X,0,1
DMC-F2,0,1
DROID RAZR,0,2
A1255,0,2
FinePix Z70,0,1
250,0,1
EX-Z29,0,1
GT-S7275R,0,1
EX-Z50,0,1
FinePix L30,0,1
PENTAX Optio S4,0,2
DMC-ZR1,0,1
SM-G991U,0,1
CX2,0,1
ST66 / ST68,0,1
Canon PowerShot ELPH 340 HS,0,1
C903,0,1
SAMSUNG MV900F,0,1
Perfection4490,0,1
Canon DIGITAL IXUS IIs,0,1
FinePix A360,0,1
FinePix2800ZOOM,0,3
IM-A630K,0,1
DSC-S700,0,2
FinePix S3400,0,2
Digital Q1 3M,0,1
"u1010,S1010",0,2
HTC One A9,0,1
G8141,0,1
6110,0,1
GT-I9003,0,1
NX300M,0,2
GT-S5230,0,1
SAMSUNG ST60 / VLUU ST60 / SAMSUNG TL105 / SAMSUNG ST61,0,1
FinePix4800 ZOOM,0,1
The Baerbl,0,1
NX230/SX235/TX230,0,1
"u760,S760",0,2
Canon PowerShot S230,0,1
DMC-FS3,0,6
XT1650,0,1
DiMAGE Xg,0,2
KODAK LS743 ZOOM DIGITAL CAMERA,0,2
MP980 series,0,1
S700i,0,1
ILCE-1,0,1
Canon DIGITAL IXUS 990 IS,0,1
DMC-FP1,0,1
Photosmart C3100 series,0,1
FinePix F710,0,1
DV 5700,0,1
FinePix A800,0,2
DC600,0,1
KODAK DX4900 ZOOM DIGITAL CAMERA,0,1
HP ScanJet 4070,0,1
DSC-W270,0,2
COOLPIX S700,0,1
Vivicam 3785,0,1
SIGMA DP1X,0,1
HP pstc6200,0,1
FRD-L09,0,1
DMC-FS14,0,1
HM NOTE,0,1
Micromax_A102,0,1
< Digimax U-CA 5,0,1
Kenox U-CA 5 / Kenox U-CA 50 >,0,1
SI-1080 Film Scanner Model DLS1640,0,1
EX1,0,3
PENTAX Optio VS20,0,1
PRIV,0,1
GT-S5660,0,1
PENTAX K-7         ,0,1
QV-R61,0,1
FinePix S8400W,0,1
SGH-I747M,0,1
SAMSUNG WB600 / VLUU WB600 / SAMSUNG WB610,0,2
DMC-TZ22,0,1
PDR-M25,0,1
MotoE2,0,1
278,0,1
NIKON D70S,0,1
RICOH WG-60,0,1
G3121,0,1
VS920 4G,0,1
D2005,0,1
PM-A890,0,1
digilux 4.3,0,1
DMC-TS10,0,1
LG-LG290C,0,1
HP PhotoSmart C945 (V01.74) ,0,1
SM-G9600,0,1
LG-H818N,0,1
VLUU L310W L313 M310W / Samsung L310W L313 M310W,0,1
FinePixS1Pro,0,1
FinePix F500EXR,0,1
COOLPIX S6300,0,2
HTC U Ultra,0,1
COOLPIX S6900,0,2
FashionCam,0,1
SAMSUNG-SM-G930A,0,1
HP PhotoSmart R717 (V01.00) ,0,1
DMC-FS18,0,1
FinePix S2960,0,3
SAMSUNG ES15 / VLUU ES15 / SAMSUNG SL30,0,1
DSC-WX10,0,1
EX-Z2,0,1
FinePix SL300,0,2
CanoScan 4400F,0,1
FinePix4500,0,1
Canon IXY DIGITAL 800 IS,0,2
GT-C3350,0,1
HUAWEI P6-C00,0,1
CONTAX Tvs Digital,0,1
E100RS,0,1
NV40,0,1
VLUU NV40,0,1
LANDIAO NV103,0,1
VLUU NV404,0,1
GT-S7230E,0,1
LG-F460S,0,1
Canon IXUS 135,0,2
W910i,0,1
270,0,1
DMC-FT20,0,1
RICOH THETA S,0,1
FinePix AV130,0,1
Symphony H100,0,1
SM-G935U,0,1
LG-X240,0,1
HP psc1400,0,1
Samsung S1070 / KENOX S1070,0,1
Tower 120 Flash,0,1
DSC-TX7,0,1
DSC-S2100,0,2
Canon DIGITAL IXUS v2,0,1
FinePix S4250WM,0,1
ASUS_Z00ED,0,1
Hero,0,1
QV-R51,0,2
EOS DIGITAL REBEL XTi,0,2
KC910,0,1
Photosmart C6100,0,1
VPC-S600,0,1
Caplio G4 wide,0,1
5310 XpressMusic,0,1
HP ScanJet 2400,0,1
K770i,0,1
DC-GF10,0,1
SM-G390F,0,1
C902,0,1
KODAK CX6445 ZOOM DIGITAL CAMERA,0,1
C6833,0,1
DZ558,0,1
Droid,0,1
FinePix E500,0,2
FinePix A900,0,1
DSC-WX50,0,1
GT-I9300I,0,2
PENTAX Optio M60,0,1
Lumia 635,0,1
LG-K130F,0,1
LG-D405,0,1
SCH-U460,0,1
SLT-A77,0,1
FinePix A310,0,1
Canon HV20,0,1
Discovery Elite,0,1
DIGILUX 2,0,1
DMC-GF7,0,3
TG-810,0,1
Micron MT9M112 1.3MP YUV,0,1
Caplio R1V,0,1
XT1563,0,1
Canon PowerShot S120,0,1
Samsung L73,0,1
C2105,0,1
Primo RM2 mini,0,1
Canon IXUS 300 HS,0,1
DMC-XS3,0,1
Z610i,0,1
X2-00,0,1
E2306,0,1
E5900,0,1
DSC-T99D,0,1
DMC-LC50,0,2
 Ocean,0,1
N86 8MP,0,2
VM670,0,1
SGH-F480,0,1
Perfection4990,0,1
PENTAX K100D       ,0,1
PENTAX Optio 33WR,0,1
LSI_S5K4AAFA,0,1
COOLPIX S52,0,1
HTC Desire,0,1
SIGMA SD9,0,1
COOLPIX S4100,0,1
FinePix JX250,0,1
S500i,0,1
M6 Note,0,1
DMC-LC70,0,1
HTC Desire EYE,0,1
LDC-4028       ,0,1
MG5300 series,0,1
"VG180,D770",0,1
S1285,0,1
VC5200Z,0,1
Canon IXY DIGITAL WIRELESS,0,1
VTR-L09,0,2
SM-F700F,0,1
DSC-TX10,0,1
SM-G530FZ,0,1
P880 ZOOM,0,1
SAMSUNG GX10       ,0,1
COOLPIX A,0,1
LG-D803,0,1
LG-P925,0,1
SM-G920I,0,2
XT1068,0,1
HTC Desire HD A9191,0,1
HTC One M9PLUS,0,1
GT-I9515,0,1
ASUS_Z017DC,0,1
R8006,0,1
ALLVIEW P5_Quad camera,0,1
6MP-9Y8,0,1
MOTWX435KT,0,1
Digimax A4/Kenox D4,0,1
P 30,0,1
S1070,0,1
ST88 / ST89,0,1
ETRSi,0,1
EX-S100,0,1
MP210 series,0,1
HP PhotoSmart R817  (V01.00)d,0,1
SM-P350,0,1
DSC-M1,0,1
NIKON D1,0,1
Photosmart B110 series,0,1
U5i,0,1
Canon IXY DIGITAL 1000,0,1
DROID2 2b5a0021fff80000015d9eef04011015,0,1
SM-A705FN,0,1
KODAK EASYSHARE C653 ZOOM DIGITAL CAMERA,0,1
CG9          ,0,1
6M Digital Camera,0,1
HP pstc3100,0,2
DMC-ZS3,0,2
myTouch 4G,0,2
SO902i,0,1
F135_PLUS,0,1
DMC-FZ60,0,1
KODAK EASYSHARE M530 Digital Camera,0,1
SIGMA fp,0,1
Pixel 4 XL,0,1
"SZ-15,DZ-100",0,1
S710a,0,1
HDR-SR11,0,1
SPH-L720,0,1
D6603,0,1
Perfection V600,0,1
HP Photosmart R740,0,1
KODAK EASYSHARE C643 ZOOM DIGITAL CAMERA,0,2
Canon EOS Rebel T100,0,1
DC811,0,1
KODAK EASYSHARE M763 DIGITAL CAMERA,0,2
hp 635 Digital Camera,0,1
PENTAX Optio V10,0,1
FinePix A405,0,1
E950,0,1
GT-I9100T,0,1
SM-G930W8,0,2
"uT8000,ST8000   ",0,1
FinePix JV150,0,1
DMC-TZ65,0,1
RNE-L01,0,2
PENTAX 645Z,0,2
EX-Z40,0,1
SM-C105,0,1
DSC-S780,0,1
iPhone5,0,1
ViviCam 7410,0,1
"FE5020,X935            ",0,1
K750c,0,1
PENTAX Optio A20,0,1
Canon DIGITAL IXUS i zoom,0,1
PENTAX K-3 II      ,0,1
FinePix T190/Walmart,0,1
G3112,0,2
5300,0,1
Aquaris X,0,1
PHOTOfunSTUDIO,0,1
"FE280,X820,C520        ",0,1
MX850 series,0,1
EX-F1,0,1
FinePix JZ510,0,1
FinePix F650,0,1
SM-A526B,0,1
FinePix A205S,0,1
COOLPIX W300,0,1
DSC-W510,0,1
Konica Digital Camera KD-500Z,0,1
"SAMSUNG PL20,PL21 / VLUU PL20,PL21",0,1
GFX 50S,0,3
2MP-9D1,0,1
SM-A320FL,0,1
Canon DIGITAL IXUS 700,0,1
FC300S,0,1
DSC-W690,0,1
Lumia 535 Dual SIM,0,1
VF-895N,0,1
A500C,0,1
E-620           ,0,1
"FE-120,X-700",0,1
C1,0,1
SIGMA DP1,0,1
SM-A500G,0,1
MP550 series,0,1
HANDYCAM,0,1
Digimax A50 / KENOX Q2,0,1
DSC-TF1,0,1
HERO5 Black,0,1
"iPhone6,2",0,1
DMC-LC43,0,2
DC E600,0,1
SUNSET,0,1
HTC Desire 626 dual sim,0,1
C6603,0,2
COOLPIX L12  ,0,1
LG-H500f,0,1
SQ908 MEGA-Cam,0,1
Canon  EOS 1100D,0,1
SH-01F,0,1
ONEPLUS A6000,0,1
C1550,0,1
SAMSUNG ES30/VLUU ES30,0,1
EX-Z1000   ,0,1
Osmo Pocket,0,1
Caplio R6,0,1
COOLPIX S700 ,0,1
FinePix F460,0,1
MB525 190a0002ffdc00000163b9910701a00c,0,1
HDR-CX430V,0,1
EX-H10,0,2
GXR MOUNT A12_Canon NEW FD 50mm F2.0,0,1
SM-J710F,0,1
WorkForce 610,0,1
6630,0,1
DV300 / DV300F / DV305F,0,1
Canon IXY DIGITAL 450,0,1
KODAK DX4330 DIGITAL CAMERA,0,1
NEX-VG30E,0,1
COOLPIX S230 ,0,1
SIGMA dp2 Quattro,0,2
GT-I5801,0,1
PENTAX Optio Z10,0,1
NVIDIA GeForce GTX 970,0,1
DMC-LC33,0,1
SAMSUNG WB35F/WB36F/WB37F,0,1
Canon EOS R7,0,1
BLA-L09,0,1
"VR350,D755",0,1
DMC-FZ1,0,1
DiMAGE G530,0,1
Canon IXY DIGITAL 2000 IS,0,1
Anycall SCH-i760,0,1
DSC-HX90,0,1
K790a,0,1
FinePix Z5fd,0,1
PENTAX Optio S5z,0,1
SM-G350,0,1
XT1058,0,1
FinePix S3500  ,0,1
DiMAGE X20,0,1
Canon PowerShot SD20,0,1
SM-J500F,0,1
Aquaris M5,0,1
SH007,0,1
DCR-TRV30,0,1
HP Photosmart R960  (V01.00),0,1
Canon IXUS 115 HS,0,1
COOLPIX S520,0,1
DC-M42,0,1
KODAK CX4200 DIGITAL CAMERA,0,1
PENTAX Optio 450,0,1
PENTAX Optio S60,0,1
354,0,1
SM-G570F,0,1
DZ-HS300A,0,2
MRD-LX1,0,1
"C920Z,D450Z",0,1
iPad 3,0,1
EOS 350D DIGITAL,0,1
SM-T550,0,1
HP Photosmart R840,0,1
C720UZ,0,1
PENTAX Optio W30,0,1
DMC-TS3,0,1
DSC-W125,0,1
DSC-W710,0,1
<Digimax S700 / Kenox S700 / Digimax Cyber 730>,0,1
FinePix S9400W S9450W,0,1
Digital Harinezumi 2,0,1
Scan Speed,0,1
HTC Explorer A310e,0,1
SGH-A867,0,1
"FE370,X880,C575",0,1
PENTAX Optio P70,0,1
GT-I9070,0,1
KODAK EasyShare Z980 Digital Camera         ,0,1
HIGHWAY SIGNS,0,1
X-T100,0,1
LT30p,0,1
SM-N920V,0,1
StylusTough-3000,0,1
450,0,1
SP-720UZ,0,1
ALP-AL00,0,1
DMC-FH27,0,1
FinePix J20,0,1
FinePix C20,0,1
NX1100,0,1
SM-J700H,0,1
SP-100EE,0,1
K200D,0,1
FinePix A500,0,1
EX-Z4,0,1
VS870 4G,0,1
DMC-FS4,0,1
SM-N910V,0,1
GR                                                             ,0,1
Canon PowerShot ELPH 190 IS,0,1
Canon IXUS 130,0,1
HP PhotoSmart C812 (V09.26),0,1
DMC-TZ71,0,1
Canon PowerShot N2,0,1
MHS-TS20,0,1
Digimax A402,0,1
LG-VX8700,0,1
FinePix A210,0,1
Studio Win,0,1
DC C1230,0,1
SCH-U960,0,1
GT-I9500,0,2
MG6100 series,0,1
BlackBerry 9550,0,1
NX100          ,0,1
Canon PowerShot A4000 IS,0,1
GT-15000,0,1
Hasselblad H4D-200MS - Hasselblad H4D,0,1
DMC-FH1,0,1
